concat,Product,Cpu_Full,Memory_Full,Gpu_Full
328Windows 10AMD415.6AMD Radeon R4,110-15ACL (A6-7310/4GB/500GB/W10),AMD A6-Series 7310 2GHz,500GB HDD,AMD Radeon R4
328LinuxIntel415.6Intel HD Graphics 505,Aspire A315-31,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
327Chrome OSIntel411.6Intel HD Graphics 400,Chromebook C731-C78G,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
327Windows 10AMD415.6AMD Radeon R2 Graphics,15-BA015wm (E2-7110/4GB/500GB/W10),AMD E-Series 7110 1.8GHz,500GB HDD,AMD Radeon R2 Graphics
325Chrome OSIntel411.6Intel HD Graphics 400,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400
321Windows 10Intel414Intel HD Graphics 500,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
318LinuxIntel415.6Intel HD Graphics 400,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400
318LinuxIntel415.6Intel HD Graphics 400,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400
318LinuxIntel415.6Intel HD Graphics 400,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400
318No OSIntel415.6Intel HD Graphics 400,250 G6,Intel Celeron Dual Core N3060 1.6GHz,1TB HDD,Intel HD Graphics 400
317Chrome OSIntel411.6Intel HD Graphics 400,Chromebook C202SA,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400
315Windows 10Intel414Intel HD Graphics 500,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
307Windows 10Intel214Intel HD Graphics 400,Stream 14-AX001nv,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
306Windows 10Intel414Intel HD Graphics 500,L403NA-GA013TS (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
306Windows 10 SAMD414AMD Radeon R2,E402WA-GA007T (E2-6110/4GB/64GB/W10,AMD E-Series 6110 1.5GHz,64GB SSD,AMD Radeon R2
303Windows 10Intel211.6Intel HD Graphics 500,VivoBook Flip,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
302LinuxIntel415.6Intel HD Graphics 500,X541NA (N3350/4GB/1TB/Linux),Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
302LinuxIntel415.6Intel HD Graphics,Inspiron 3552,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics
301Windows 10Intel414Intel HD Graphics,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics
299LinuxIntel415.6Intel HD Graphics 500,Aspire 3,Intel Celeron Dual Core N3350 2GHz,1TB HDD,Intel HD Graphics 500
298No OSIntel415.6Intel HD Graphics 500,V110-15IAP (N3350/4GB/128GB/No,Intel Celeron Dual Core N3350 1.1GHz,128GB SSD,Intel HD Graphics 500
296Chrome OSIntel411.6Intel HD Graphics 400,Chromebook 3,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400
296Windows 10Intel411.6Intel HD Graphics,TravelMate B117-M,Intel Celeron Dual Core N3050 1.6GHz,32GB Flash Storage,Intel HD Graphics
292Chrome OSIntel411.6Intel HD Graphics 400,Chromebook N23,Intel Celeron Dual Core N3060 1.6GHz,16GB SSD,Intel HD Graphics 400
292Windows 10Intel414Intel HD Graphics 400,Smartbook 142,Intel Atom Z8350 1.92GHz,32GB HDD,Intel HD Graphics 400
286Windows 10Intel414Intel HD Graphics 500,K147 (N3350/4GB/32GB/FHD/W10),Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
285No OSIntel415.6Intel HD Graphics 400,250 G6,Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400
284No OSAMD415.6AMD Radeon R2,255 G6,AMD E-Series E2-9000e 1.5GHz,500GB HDD,AMD Radeon R2
281Windows 10Intel413.3Intel HD Graphics,SmartBook 130,Intel Atom x5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics
278No OSIntel415.6Intel HD Graphics 500,V110-15IAP (N3350/4GB/1TB/No,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
274Windows 10Intel414Intel HD Graphics 500,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,64GB Flash Storage,Intel HD Graphics 500
274Windows 10Intel414Intel HD Graphics,SmartBook 141,Intel Atom x5-Z8350 1.44GHz,32GB SSD,Intel HD Graphics
274Windows 10Intel214Intel HD Graphics 400,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
274Windows 10Intel214Intel HD Graphics 400,Stream 14-AX000nv,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
274Windows 10Intel415.6Intel HD Graphics,"Lapbook 15,6",Intel Atom x5-Z8350 1.44GHz,64GB Flash Storage,Intel HD Graphics
270Windows 10Intel211.6Intel HD Graphics 500,VivoBook E12,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
269Windows 10Intel415.6Intel HD Graphics,"LapBook 15.6""",Intel Atom x5-Z8300 1.44GHz,64GB Flash Storage,Intel HD Graphics
263Windows 10Intel214Intel HD Graphics,SmartBook 140,Intel Atom x5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics
252Windows 10Intel414Intel HD Graphics 400,Stream 14-AX040wm,Intel Celeron Dual Core N3060 1.6GHz,32GB SSD,Intel HD Graphics 400
252Windows 10Intel214Intel HD Graphics,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,64GB Flash Storage,Intel HD Graphics
252Windows 10Intel214Intel HD Graphics,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,64GB Flash Storage,Intel HD Graphics
252Windows 10Intel214Intel HD Graphics,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,64GB Flash Storage,Intel HD Graphics
246LinuxIntel415.6Intel HD Graphics 500,A541NA-GO342 (N3350/4GB/500GB/Linux),Intel Celeron Dual Core N3350 1.1GHz,500GB HDD,Intel HD Graphics 500
232Windows 10Intel214Intel HD Graphics 400,V142 (X5-Z8350/2GB/32GB/W10),Intel Atom X5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics 400
230Chrome OSIntel415.6Intel HD Graphics,Chromebook 15,Intel Celeron Dual Core 3205U 1.5GHz,16GB SSD,Intel HD Graphics
230Windows 10Intel211.6Intel HD Graphics 400,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
230Windows 10Intel211.6Intel HD Graphics 400,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
230Windows 10Intel211.6Intel HD Graphics 400,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
223Windows 10Intel414Intel HD Graphics 500,K146 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
219Windows 10AMD214AMD Radeon R2,E402WA-GA010T (E2-6110/2GB/32GB/W10),AMD E-Series E2-6110 1.5GHz,32GB Flash Storage,AMD Radeon R2
219Chrome OSIntel215.6Intel HD Graphics,Chromebook C910-C2ST,Intel Celeron Dual Core 3205U 1.5GHz,16GB SSD,Intel HD Graphics
216Windows 10Intel413.3Intel HD Graphics 400,V131 (X5-Z8350/4GB/32GB/FHD/W10),Intel Atom X5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics 400
211Windows 10Intel211.6Intel HD Graphics 400,Vivobook E200HA,Intel Atom x5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics 400
191Chrome OSIntel211.6Intel HD Graphics,C740-C9QX (3205U/2GB/32GB/Chrome,Intel Celeron Dual Core 3205U 1.5GHz,32GB SSD,Intel HD Graphics
